numsampled	0.03-WSH174	lci-WSH174	hci-WSH174	0.03-WSH175	lci-WSH175	hci-WSH175	0.03-WSH176	lci-WSH176	hci-WSH176	0.03-WSH177	lci-WSH177	hci-WSH177	0.03-WSH178	lci-WSH178	hci-WSH178	0.03-WSH179	lci-WSH179	hci-WSH179	0.03-WSH180	lci-WSH180	hci-WSH180	0.03-WSH181	lci-WSH181	hci-WSH181	0.03-WSH182	lci-WSH182	hci-WSH182	0.03-WSH183	lci-WSH183	hci-WSH183	0.03-WSH184	lci-WSH184	hci-WSH184	0.03-WSH185	lci-WSH185	hci-WSH185	0.03-WSH186	lci-WSH186	hci-WSH186	0.03-WSH187	lci-WSH187	hci-WSH187	0.03-WSH188	lci-WSH188	hci-WSH188	0.03-WSH189	lci-WSH189	hci-WSH189	0.03-WSH190	lci-WSH190	hci-WSH190	0.03-WSH191	lci-WSH191	hci-WSH191	0.03-WSH192	lci-WSH192	hci-WSH192	0.03-WSH193	lci-WSH193	hci-WSH193	0.03-WSH194	lci-WSH194	hci-WSH194	0.03-WSH195	lci-WSH195	hci-WSH195	0.03-WSH196	lci-WSH196	hci-WSH196	0.03-WSH201	lci-WSH201	hci-WSH201	0.03-WSH202	lci-WSH202	hci-WSH202	0.03-WSH203	lci-WSH203	hci-WSH203	0.03-WSH204	lci-WSH204	hci-WSH204	0.03-WSH205	lci-WSH205	hci-WSH205	0.03-WSH206	lci-WSH206	hci-WSH206	0.03-WSH207	lci-WSH207	hci-WSH207	0.03-WSH208	lci-WSH208	hci-WSH208	0.03-WSH209	lci-WSH209	hci-WSH209	0.03-WSH210	lci-WSH210	hci-WSH210	0.03-WSH211	lci-WSH211	hci-WSH211	0.03-WSH212	lci-WSH212	hci-WSH212	0.03-WSH213	lci-WSH213	hci-WSH213	0.03-WSH214	lci-WSH214	hci-WSH214	0.03-WSH215	lci-WSH215	hci-WSH215	0.03-WSH216	lci-WSH216	hci-WSH216
11000	NA	NA	NA	NA	NA	NA	NA	NA	NA	529.332	517	542	NA	NA	NA	808.367	790	826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	412.77	406	418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.538	132	140	270.729	269	271	NA	NA	NA	294.893	288	301	NA	NA	NA	NA	NA	NA	433.809	426	439	NA	NA	NA	NA	NA	NA
11066	NA	NA	NA	NA	NA	NA	NA	NA	NA	530.085	517	543	NA	NA	NA	809.372	791	827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	413.33	406	420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.662	132	140	271	271	271	NA	NA	NA	295.356	288	301	NA	NA	NA	NA	NA	NA	434.511	427	440	NA	NA	NA	NA	NA	NA
11100	NA	NA	NA	NA	NA	NA	NA	NA	NA	530.33	517	543	NA	NA	NA	809.978	791	827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	413.573	406	420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.759	132	140	NA	NA	NA	NA	NA	NA	295.623	288	302	NA	NA	NA	NA	NA	NA	434.707	427	440	NA	NA	NA	NA	NA	NA
11200	NA	NA	NA	NA	NA	NA	NA	NA	NA	531.234	519	544	NA	NA	NA	811.482	792	827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	414.344	406	420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.88	132	141	NA	NA	NA	NA	NA	NA	296.236	289	302	NA	NA	NA	NA	NA	NA	435.409	429	441	NA	NA	NA	NA	NA	NA
11300	NA	NA	NA	NA	NA	NA	NA	NA	NA	532.138	519	544	NA	NA	NA	813.072	794	828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	415.287	407	421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137.172	134	141	NA	NA	NA	NA	NA	NA	296.558	291	302	NA	NA	NA	NA	NA	NA	436.277	430	441	NA	NA	NA	NA	NA	NA
11400	NA	NA	NA	NA	NA	NA	NA	NA	NA	533.062	520	544	NA	NA	NA	814.782	796	830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	416.138	408	422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137.369	134	141	NA	NA	NA	NA	NA	NA	297.144	291	304	NA	NA	NA	NA	NA	NA	436.79	430	441	NA	NA	NA	NA	NA	NA
11500	NA	NA	NA	NA	NA	NA	NA	NA	NA	534.089	522	544	NA	NA	NA	816.656	797	831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	416.896	408	422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137.568	134	141	NA	NA	NA	NA	NA	NA	297.656	291	304	NA	NA	NA	NA	NA	NA	437.642	432	442	NA	NA	NA	NA	NA	NA
11600	NA	NA	NA	NA	NA	NA	NA	NA	NA	535.064	523	545	NA	NA	NA	818.296	801	831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	417.652	410	424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137.904	134	141	NA	NA	NA	NA	NA	NA	298.319	292	305	NA	NA	NA	NA	NA	NA	438.492	433	443	NA	NA	NA	NA	NA	NA
11700	NA	NA	NA	NA	NA	NA	NA	NA	NA	535.91	524	547	NA	NA	NA	819.856	802	833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	418.385	412	425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138.22	135	141	NA	NA	NA	NA	NA	NA	298.97	294	305	NA	NA	NA	NA	NA	NA	439.153	434	443	NA	NA	NA	NA	NA	NA
11800	NA	NA	NA	NA	NA	NA	NA	NA	NA	537.057	524	550	NA	NA	NA	821.459	804	835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	419.112	413	425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138.367	135	141	NA	NA	NA	NA	NA	NA	299.673	295	305	NA	NA	NA	NA	NA	NA	439.855	434	444	NA	NA	NA	NA	NA	NA
11900	NA	NA	NA	NA	NA	NA	NA	NA	NA	537.889	527	550	NA	NA	NA	823.044	807	836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	419.796	414	425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138.561	135	141	NA	NA	NA	NA	NA	NA	300.143	296	305	NA	NA	NA	NA	NA	NA	440.324	436	444	NA	NA	NA	NA	NA	NA
12000	NA	NA	NA	NA	NA	NA	NA	NA	NA	539.053	529	550	NA	NA	NA	824.193	808	836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	420.338	415	425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138.708	136	141	NA	NA	NA	NA	NA	NA	300.801	296	305	NA	NA	NA	NA	NA	NA	440.886	436	445	NA	NA	NA	NA	NA	NA
12100	NA	NA	NA	NA	NA	NA	NA	NA	NA	540.251	530	551	NA	NA	NA	825.634	809	837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	421.158	416	425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138.88	136	142	NA	NA	NA	NA	NA	NA	301.334	296	306	NA	NA	NA	NA	NA	NA	441.617	438	446	NA	NA	NA	NA	NA	NA
12200	NA	NA	NA	NA	NA	NA	NA	NA	NA	541.171	531	552	NA	NA	NA	827.39	811	840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	421.742	416	426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.168	136	142	NA	NA	NA	NA	NA	NA	301.869	297	306	NA	NA	NA	NA	NA	NA	442.261	439	447	NA	NA	NA	NA	NA	NA
12300	NA	NA	NA	NA	NA	NA	NA	NA	NA	542.023	533	552	NA	NA	NA	828.784	812	841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	422.4	417	426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.29	136	142	NA	NA	NA	NA	NA	NA	302.36	298	308	NA	NA	NA	NA	NA	NA	442.852	439	448	NA	NA	NA	NA	NA	NA
12400	NA	NA	NA	NA	NA	NA	NA	NA	NA	543.005	533	553	NA	NA	NA	830.359	815	841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	423.208	417	426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.58	137	142	NA	NA	NA	NA	NA	NA	302.917	299	308	NA	NA	NA	NA	NA	NA	443.49	439	449	NA	NA	NA	NA	NA	NA
12500	NA	NA	NA	NA	NA	NA	NA	NA	NA	544.15	536	553	NA	NA	NA	831.842	817	843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	423.989	419	427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.678	137	142	NA	NA	NA	NA	NA	NA	303.577	299	308	NA	NA	NA	NA	NA	NA	443.98	439	449	NA	NA	NA	NA	NA	NA
12600	NA	NA	NA	NA	NA	NA	NA	NA	NA	545.008	537	554	NA	NA	NA	833.591	817	844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	424.624	420	427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.798	137	142	NA	NA	NA	NA	NA	NA	303.944	300	308	NA	NA	NA	NA	NA	NA	444.423	440	449	NA	NA	NA	NA	NA	NA
12700	NA	NA	NA	NA	NA	NA	NA	NA	NA	545.791	538	556	NA	NA	NA	835.104	819	845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	425.282	420	428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.921	137	142	NA	NA	NA	NA	NA	NA	304.461	300	308	NA	NA	NA	NA	NA	NA	444.936	441	449	NA	NA	NA	NA	NA	NA
12800	NA	NA	NA	NA	NA	NA	NA	NA	NA	546.546	539	557	NA	NA	NA	836.614	821	848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	426.046	421	428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.117	137	142	NA	NA	NA	NA	NA	NA	305.12	302	308	NA	NA	NA	NA	NA	NA	445.425	441	449	NA	NA	NA	NA	NA	NA
12900	NA	NA	NA	NA	NA	NA	NA	NA	NA	547.211	539	557	NA	NA	NA	838.078	823	851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	426.822	423	429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.313	138	142	NA	NA	NA	NA	NA	NA	305.704	303	309	NA	NA	NA	NA	NA	NA	445.769	441	449	NA	NA	NA	NA	NA	NA
13000	NA	NA	NA	NA	NA	NA	NA	NA	NA	548.13	539	558	NA	NA	NA	839.462	824	851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	427.582	425	429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.482	138	142	NA	NA	NA	NA	NA	NA	306.127	303	309	NA	NA	NA	NA	NA	NA	446.427	441	450	NA	NA	NA	NA	NA	NA
13100	NA	NA	NA	NA	NA	NA	NA	NA	NA	548.996	540	559	NA	NA	NA	841.122	825	852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	428.244	426	429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.725	138	142	NA	NA	NA	NA	NA	NA	306.781	304	310	NA	NA	NA	NA	NA	NA	446.891	443	450	NA	NA	NA	NA	NA	NA
13200	NA	NA	NA	NA	NA	NA	NA	NA	NA	549.807	541	560	NA	NA	NA	842.423	826	852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	428.71	428	429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.922	139	142	NA	NA	NA	NA	NA	NA	307.144	305	310	NA	NA	NA	NA	NA	NA	447.432	444	451	NA	NA	NA	NA	NA	NA
13236	NA	NA	NA	NA	NA	NA	NA	NA	NA	550.127	542	560	NA	NA	NA	842.817	827	853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	429	429	429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.97	139	142	NA	NA	NA	NA	NA	NA	307.222	305	310	NA	NA	NA	NA	NA	NA	447.796	444	451	NA	NA	NA	NA	NA	NA
13300	NA	NA	NA	NA	NA	NA	NA	NA	NA	550.613	542	561	NA	NA	NA	843.556	828	853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.02	139	142	NA	NA	NA	NA	NA	NA	307.633	305	310	NA	NA	NA	NA	NA	NA	448.327	445	451	NA	NA	NA	NA	NA	NA
13400	NA	NA	NA	NA	NA	NA	NA	NA	NA	551.509	542	562	NA	NA	NA	844.847	831	854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.166	140	142	NA	NA	NA	NA	NA	NA	308.001	305	311	NA	NA	NA	NA	NA	NA	449.124	447	451	NA	NA	NA	NA	NA	NA
13500	NA	NA	NA	NA	NA	NA	NA	NA	NA	552.243	543	562	NA	NA	NA	846.192	833	857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.29	140	142	NA	NA	NA	NA	NA	NA	308.487	306	311	NA	NA	NA	NA	NA	NA	449.586	448	451	NA	NA	NA	NA	NA	NA
13600	NA	NA	NA	NA	NA	NA	NA	NA	NA	553.215	544	562	NA	NA	NA	847.48	836	857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.533	140	142	NA	NA	NA	NA	NA	NA	308.853	306	311	NA	NA	NA	NA	NA	NA	450.245	448	451	NA	NA	NA	NA	NA	NA
13700	NA	NA	NA	NA	NA	NA	NA	NA	NA	553.945	544	563	NA	NA	NA	848.699	837	859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.633	141	142	NA	NA	NA	NA	NA	NA	309.099	306	311	NA	NA	NA	NA	NA	NA	450.828	450	451	NA	NA	NA	NA	NA	NA
13755	NA	NA	NA	NA	NA	NA	NA	NA	NA	554.482	545	563	NA	NA	NA	849.788	838	861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.73	141	142	NA	NA	NA	NA	NA	NA	309.368	307	311	NA	NA	NA	NA	NA	NA	451	451	451	NA	NA	NA	NA	NA	NA
13800	NA	NA	NA	NA	NA	NA	NA	NA	NA	554.917	545	563	NA	NA	NA	850.494	839	862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.851	141	142	NA	NA	NA	NA	NA	NA	309.635	308	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13870	NA	NA	NA	NA	NA	NA	NA	NA	NA	555.527	546	565	NA	NA	NA	851.519	841	863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142	142	142	NA	NA	NA	NA	NA	NA	309.927	308	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13900	NA	NA	NA	NA	NA	NA	NA	NA	NA	555.842	546	565	NA	NA	NA	851.787	841	863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	310.002	308	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14000	NA	NA	NA	NA	NA	NA	NA	NA	NA	556.741	547	566	NA	NA	NA	853.078	843	864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	310.511	309	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14100	NA	NA	NA	NA	NA	NA	NA	NA	NA	557.448	547	568	NA	NA	NA	854.275	843	865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	310.903	310	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14128	NA	NA	NA	NA	NA	NA	NA	NA	NA	557.738	547	568	NA	NA	NA	854.689	844	865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	311	311	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
