OTU	Size	Taxonomy
Otu2616	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2617	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2618	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2619	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2620	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2621	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2622	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2623	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2624	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2625	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2626	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2627	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2628	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2629	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2630	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2631	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2632	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2633	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2634	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2635	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2636	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2637	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2638	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2639	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2640	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2641	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2642	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2643	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2644	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2645	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2646	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2647	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2648	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2649	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2650	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2651	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2652	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2653	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2654	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Peredibacter(100);"
Otu2655	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2656	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2657	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2658	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2659	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2660	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2661	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2662	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2663	1	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Chromatiales(100);Chromatiaceae(100);Rheinheimera(100);"
Otu2664	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovoracaceae_unclassified(100);"
Otu2665	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu2666	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2667	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu2668	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Peredibacter(100);"
Otu2669	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu2670	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovoracaceae_unclassified(100);"
Otu2671	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovoracaceae_unclassified(100);"
Otu2672	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu2673	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu2674	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu2675	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu2676	1	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Prevotellaceae""(100);Prevotella(100);"
Otu2677	1	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Prevotellaceae""(100);Prevotella(100);"
Otu2678	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2679	1	"Bacteria(100);""Acidobacteria""(100);Acidobacteria_Gp16(100);Acidobacteria_Gp16_order_incertae_sedis(100);Acidobacteria_Gp16_family_incertae_sedis(100);Gp16(100);"
Otu2680	1	"Bacteria(100);""Acidobacteria""(100);Acidobacteria_Gp16(100);Acidobacteria_Gp16_order_incertae_sedis(100);Acidobacteria_Gp16_family_incertae_sedis(100);Gp16(100);"
Otu2681	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2682	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2683	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2684	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2685	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2686	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2687	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2688	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2689	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2690	1	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Prevotellaceae""(100);Prevotella(100);"
Otu2691	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2692	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2693	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2694	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2695	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2696	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2697	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2698	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2699	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2700	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2701	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu2702	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2703	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2704	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2705	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2706	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2707	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2708	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2709	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2710	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2711	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2712	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2713	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2714	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2715	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2716	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2717	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2718	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2719	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2720	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2721	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2722	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2723	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2724	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2725	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2726	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Caulobacterales(100);Hyphomonadaceae(100);Hyphomonas(100);"
Otu2727	1	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Porphyromonadaceae""(100);Porphyromonas(100);"
Otu2728	1	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Prevotellaceae""(100);Prevotella(100);"
Otu2729	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Kordiimonadales(100);""Kordiimonadaceae""(100);Kordiimonas(100);"
Otu2730	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Kordiimonadales(100);""Kordiimonadaceae""(100);Kordiimonas(100);"
Otu2731	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Kordiimonadales(100);""Kordiimonadaceae""(100);Kordiimonas(100);"
Otu2732	1	"Bacteria(100);""Proteobacteria""(100);Epsilonproteobacteria(100);Campylobacterales(100);Campylobacteraceae(100);Arcobacter(100);"
Otu2733	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Phenylobacterium(100);"
Otu2734	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Phenylobacterium(100);"
Otu2735	1	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Caulobacterales(100);Hyphomonadaceae(100);Oceanicaulis(100);"
Otu2736	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2737	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2738	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2739	1	"Bacteria(100);""Fusobacteria""(100);""Fusobacteria""(100);""Fusobacteriales""(100);""Fusobacteriaceae""(100);""Fusobacteriaceae""_unclassified(100);"
Otu2740	1	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Cyanobacteria_order_incertae_sedis_unclassified(100);Cyanobacteria_order_incertae_sedis_unclassified(100);
Otu2741	1	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Family_I(100);GpI(100);
Otu2742	1	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Cyanobacteria_order_incertae_sedis_unclassified(100);Cyanobacteria_order_incertae_sedis_unclassified(100);
Otu2743	1	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Family_I(100);GpI(100);
Otu2744	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2745	1	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Family_VIII(100);GpVIII(100);
Otu2746	1	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Cyanobacteria_order_incertae_sedis_unclassified(100);Cyanobacteria_order_incertae_sedis_unclassified(100);
Otu2747	1	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu2748	1	"Bacteria(100);""Verrucomicrobia""(100);Subdivision3(100);Subdivision3_order_incertae_sedis(100);Subdivision3_family_incertae_sedis(100);3_genus_incertae_sedis(100);"
Otu2749	1	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Desulfuromonadales(100);Geobacteraceae(100);Geobacter(100);"
Otu2750	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2751	1	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Blastopirellula(100);"
Otu2752	1	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu2753	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2754	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2755	1	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu2756	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2757	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2758	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2759	1	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomyces(100);"
Otu2760	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2761	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2762	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2763	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2764	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2765	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2766	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2767	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2768	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2769	1	"Bacteria(100);""Planctomycetes""(100);Phycisphaerae(100);Phycisphaerales(100);Phycisphaeraceae(100);Phycisphaera(100);"
Otu2770	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2771	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu2772	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
