"","Gene","module"
"g28331","g28331",1
"g28330","g28330",2
"g28336","g28336",0
"g28335","g28335",2
"g28334","g28334",1
"g38103","g38103",5
"g38102","g38102",0
"g38104","g38104",4
"g38109","g38109",1
"g30488","g30488",8
"g16098","g16098",1
"g30487","g30487",8
"g19040","g19040",0
"g14831","g14831",2
"g8650","g8650",0
"g37591","g37591",7
"g52209","g52209",0
"g37597","g37597",7
"adi2mcaRNA9964_R1","adi2mcaRNA9964_R1",0
"g33686","g33686",0
"g29936","g29936",1
"g29934","g29934",1
"adi2mcaRNA10924_R1","adi2mcaRNA10924_R1",1
"g18026","g18026",0
"g15012","g15012",1
"g66867","g66867",4
"g66866","g66866",2
"g33712","g33712",5
"adi2mcaRNA32699_R0","adi2mcaRNA32699_R0",0
"adi2mcaRNA32699_R1","adi2mcaRNA32699_R1",0
"g23270","g23270",0
"g71356","g71356",1
"g23274","g23274",1
"adi2mcaRNA2413_R0","adi2mcaRNA2413_R0",1
"g32229","g32229",1
"g32223","g32223",10
"g32220","g32220",0
"g35940","g35940",1
"g35949","g35949",3
"adi2mcaRNA28093_R2","adi2mcaRNA28093_R2",1
"g19812","g19812",1
"g19811","g19811",2
"adi2mcaRNA40167_R0","adi2mcaRNA40167_R0",5
"g21657","g21657",10
"g21656","g21656",0
"g21652","g21652",0
"g21650","g21650",1
"g21659","g21659",3
"g21658","g21658",1
"g25546","g25546",1
"g25544","g25544",2
"g25543","g25543",1
"g25542","g25542",5
"g25540","g25540",0
"adi2mcaRNA5014_R0","adi2mcaRNA5014_R0",2
"adi2mcaRNA25391_R0","adi2mcaRNA25391_R0",8
"g28070","g28070",1
"g28077","g28077",7
"g28079","g28079",0
"g55250","g55250",0
"adi2mcaRNA23347_R0","adi2mcaRNA23347_R0",6
"adi2mcaRNA24811_R0","adi2mcaRNA24811_R0",2
"g71433","g71433",3
"g71438","g71438",9
"adi2mcaRNA38017_R0","adi2mcaRNA38017_R0",0
"adi2mcaRNA21707_R2","adi2mcaRNA21707_R2",0
"g39670","g39670",0
"g27168","g27168",0
"g27166","g27166",6
"g66323","g66323",0
"g60449","g60449",0
"g67498","g67498",0
"g67497","g67497",6
"g67496","g67496",4
"g64321","g64321",1
"g64322","g64322",0
"g56519","g56519",0
"g56512","g56512",3
"g56511","g56511",0
"adi2mcaRNA31183_R4","adi2mcaRNA31183_R4",0
"g67149","g67149",0
"g63792","g63792",1
"g63795","g63795",2
"g63796","g63796",3
"g55156","g55156",2
"g7317","g7317",0
"g2144","g2144",1
"g61792","g61792",0
"g61794","g61794",2
"g24126","g24126",4
"g1944","g1944",0
"g1945","g1945",0
"g1940","g1940",8
"g1942","g1942",3
"g24125","g24125",2
"g1948","g1948",3
"g45853","g45853",0
"g45858","g45858",0
"g26411","g26411",0
"g36535","g36535",1
"adi2mcaRNA5797_R1","adi2mcaRNA5797_R1",1
"adi2mcaRNA5797_R2","adi2mcaRNA5797_R2",1
"g36533","g36533",1
"g57748","g57748",7
"g52511","g52511",3
"g45580","g45580",2
"g45583","g45583",0
"g43428","g43428",4
"g59632","g59632",0
"g59634","g59634",1
"g50918","g50918",0
"g50910","g50910",1
"g50913","g50913",0
"g50915","g50915",0
"g50917","g50917",7
"g32446","g32446",2
"g32444","g32444",0
"g32445","g32445",0
"g45818","g45818",3
"g12462","g12462",2
"g12461","g12461",3
"g48824","g48824",1
"g49071","g49071",0
"g7456","g7456",2
"g7452","g7452",0
"adi2mcaRNA363_R0","adi2mcaRNA363_R0",3
"g12286","g12286",1
"g12287","g12287",1
"g12288","g12288",1
"g12289","g12289",1
"g55639","g55639",3
"g55634","g55634",8
"g55635","g55635",1
"g55633","g55633",0
"g55630","g55630",9
"g14701","g14701",1
"g32290","g32290",4
"adi2mcaRNA4240_R0","adi2mcaRNA4240_R0",4
"adi2mcaRNA10599_R1","adi2mcaRNA10599_R1",0
"g38000","g38000",0
"g55980","g55980",2
"g55984","g55984",0
"g55985","g55985",5
"g70702","g70702",0
"g52873","g52873",1
"g49930","g49930",6
"g49933","g49933",1
"g46547","g46547",1
"g52874","g52874",0
"g54588","g54588",1
"g54586","g54586",3
"g54585","g54585",0
"adi2mcaRNA11166_R0","adi2mcaRNA11166_R0",0
"g54581","g54581",1
"g11539","g11539",0
"adi2mcaRNA17040_R0","adi2mcaRNA17040_R0",0
"g40748","g40748",0
"g51645","g51645",0
"g40744","g40744",1
"g40745","g40745",1
"g40747","g40747",1
"adi2mcaRNA27327_R0","adi2mcaRNA27327_R0",7
"adi2mcaRNA3119_R1","adi2mcaRNA3119_R1",5
"g982","g982",4
"g983","g983",1
"g984","g984",0
"g985","g985",6
"g52835","g52835",3
"g28274","g28274",6
"g28275","g28275",3
"g28272","g28272",0
"g28273","g28273",0
"g28270","g28270",1
"g28271","g28271",8
"g44846","g44846",2
"g41837","g41837",3
"g23211","g23211",2
"g43098","g43098",1
"g43095","g43095",6
"g43094","g43094",1
"g43096","g43096",1
"g23004","g23004",8
"g47572","g47572",1
"g47576","g47576",0
"g47575","g47575",2
"g329","g329",1
"g70625","g70625",2
"g6269","g6269",3
"adi2mcaRNA23633_R0","adi2mcaRNA23633_R0",3
"adi2mcaRNA21177_R0","adi2mcaRNA21177_R0",0
"g23848","g23848",0
"g23849","g23849",0
"g23840","g23840",4
"g23841","g23841",4
"g23843","g23843",2
"g23844","g23844",2
"g23845","g23845",3
"g23846","g23846",3
"g29639","g29639",2
"g29630","g29630",0
"g36231","g36231",8
"g36233","g36233",1
"g70623","g70623",1
"g22469","g22469",1
"g22468","g22468",5
"g28150","g28150",0
"g21150","g21150",0
"g33342","g33342",0
"g41066","g41066",1
"g67115","g67115",2
"adi2mcaRNA38239_R0","adi2mcaRNA38239_R0",3
"g23331","g23331",10
"g67111","g67111",1
"g67304","g67304",0
"g67303","g67303",0
"g67301","g67301",4
"adi2mcaRNA373_R2","adi2mcaRNA373_R2",0
"g67308","g67308",1
"g61226","g61226",5
"g33569","g33569",1
"g33780","g33780",1
"adi2mcaRNA14912_R0","adi2mcaRNA14912_R0",1
"g20731","g20731",0
"g48519","g48519",5
"g33567","g33567",3
"g24025","g24025",1
"g24024","g24024",0
"g24023","g24023",1
"g24020","g24020",3
"g24029","g24029",3
"g9059","g9059",1
"g2000","g2000",3
"g5200","g5200",4
"g59342","g59342",0
"g47018","g47018",0
"g9580","g9580",1
"g47013","g47013",3
"adi2mcaRNA14993_R0","adi2mcaRNA14993_R0",5
"g26773","g26773",0
"g26774","g26774",2
"adi2mcaRNA21720_R3","adi2mcaRNA21720_R3",0
"adi2mcaRNA21720_R2","adi2mcaRNA21720_R2",0
"g41130","g41130",0
"g25088","g25088",0
"g58549","g58549",1
"g60177","g60177",0
"g58542","g58542",0
"g63038","g63038",0
"g22317","g22317",0
"g62581","g62581",4
"g35019","g35019",1
"g66179","g66179",9
"g66178","g66178",0
"g66176","g66176",8
"g66175","g66175",6
"g66174","g66174",0
"g66173","g66173",1
"g35011","g35011",0
"g55100","g55100",0
"g9879","g9879",1
"adi2mcaRNA35800_R4","adi2mcaRNA35800_R4",4
"g616","g616",0
"adi2mcaRNA255_R0","adi2mcaRNA255_R0",0
"g22315","g22315",0
"adi2mcaRNA30933_R2","adi2mcaRNA30933_R2",0
"g11751","g11751",4
"g17750","g17750",4
"g17756","g17756",4
"adi2mcaRNA5847_R0","adi2mcaRNA5847_R0",1
"g6175","g6175",1
"g39225","g39225",0
"g68359","g68359",1
"adi2mcaRNA34453_R5","adi2mcaRNA34453_R5",5
"g68352","g68352",5
"g68355","g68355",1
"g55058","g55058",0
"g55055","g55055",1
"g55051","g55051",0
"g10406","g10406",7
"g10407","g10407",2
"g10405","g10405",1
"g23046","g23046",1
"g10400","g10400",0
"g58827","g58827",2
"adi2mcaRNA23451_R0","adi2mcaRNA23451_R0",0
"g35024","g35024",0
"g44796","g44796",3
"g13272","g13272",0
"g13274","g13274",1
"g13276","g13276",2
"g69002","g69002",0
"g69003","g69003",0
"g69008","g69008",0
"g34603","g34603",7
"g35102","g35102",1
"g54018","g54018",0
"g54013","g54013",4
"g54012","g54012",0
"g50708","g50708",0
"g7080","g7080",5
"g35103","g35103",4
"g7084","g7084",4
"g30027","g30027",0
"g4572","g4572",1
"g4571","g4571",2
"g16936","g16936",1
"g16937","g16937",1
"g30020","g30020",0
"g53547","g53547",2
"g53548","g53548",2
"g49011","g49011",0
"adi2mcaRNA1588_R0","adi2mcaRNA1588_R0",3
"g41264","g41264",0
"g47310","g47310",8
"g35104","g35104",4
"g44566","g44566",2
"adi2mcaRNA1110_R0","adi2mcaRNA1110_R0",2
"g44561","g44561",2
"g44563","g44563",1
"g4144","g4144",0
"adi2mcaRNA37634_R0","adi2mcaRNA37634_R0",2
"adi2mcaRNA24089_R0","adi2mcaRNA24089_R0",1
"adi2mcaRNA24089_R1","adi2mcaRNA24089_R1",1
"g4148","g4148",0
"adi2mcaRNA30862_R0","adi2mcaRNA30862_R0",4
"adi2mcaRNA30862_R1","adi2mcaRNA30862_R1",0
"adi2mcaRNA19932_R0","adi2mcaRNA19932_R0",1
"g829","g829",6
"g828","g828",4
"g18573","g18573",3
"g18577","g18577",0
"g32129","g32129",3
"g45211","g45211",0
"g42248","g42248",0
"g45219","g45219",10
"g45218","g45218",2
"g43110","g43110",2
"g43119","g43119",0
"g45771","g45771",0
"g46544","g46544",1
"g46545","g46545",0
"g1019","g1019",2
"g1017","g1017",1
"g1015","g1015",0
"g48406","g48406",1
"g46893","g46893",0
"g46891","g46891",0
"g46894","g46894",0
"g65055","g65055",2
"g65054","g65054",1
"g65057","g65057",2
"g65056","g65056",1
"g65050","g65050",1
"g65053","g65053",1
"g65052","g65052",0
"g41742","g41742",7
"g39630","g39630",1
"adi2mcaRNA23414_R4","adi2mcaRNA23414_R4",0
"adi2mcaRNA25445_R0","adi2mcaRNA25445_R0",0
"g9143","g9143",0
"g6542","g6542",1
"g28759","g28759",3
"g28758","g28758",3
"g28754","g28754",2
"g28757","g28757",1
"g31842","g31842",1
"g31841","g31841",0
"g62589","g62589",1
"g31847","g31847",1
"g31846","g31846",1
"g31845","g31845",0
"g62582","g62582",2
"g31849","g31849",2
"g62586","g62586",1
"g62585","g62585",1
"g68706","g68706",0
"g30489","g30489",5
"adi2mcaRNA544_R0","adi2mcaRNA544_R0",1
"adi2mcaRNA27153_R0","adi2mcaRNA27153_R0",1
"adi2mcaRNA16442_R1","adi2mcaRNA16442_R1",1
"g29406","g29406",0
"g29409","g29409",0
"adi2mcaRNA31306_R5","adi2mcaRNA31306_R5",3
"g30716","g30716",1
"g30719","g30719",1
"g36006","g36006",1
"g36005","g36005",2
"g7870","g7870",2
"g30480","g30480",8
"g60343","g60343",0
"g60346","g60346",1
"g60347","g60347",1
"g60345","g60345",5
"g27255","g27255",1
"g27252","g27252",0
"adi2mcaRNA23140_R0","adi2mcaRNA23140_R0",2
"g27786","g27786",9
"g27785","g27785",0
"g27783","g27783",3
"g27782","g27782",3
"g56666","g56666",5
"adi2mcaRNA7216_R0","adi2mcaRNA7216_R0",0
"g48490","g48490",0
"g48491","g48491",0
"g48492","g48492",6
"g20947","g20947",7
"g20948","g20948",0
"g50546","g50546",0
"g50541","g50541",5
"g62961","g62961",1
"g21090","g21090",0
"g2637","g2637",0
"g47591","g47591",0
"g70998","g70998",2
"g25120","g25120",0
"g4772","g4772",7
"g25122","g25122",1
"g44811","g44811",3
"g3272","g3272",4
"g44812","g44812",3
"g44217","g44217",0
"adi2mcaRNA17072_R0","adi2mcaRNA17072_R0",0
"adi2mcaRNA37829_R1","adi2mcaRNA37829_R1",2
"g60452","g60452",1
"adi2mcaRNA31660_R0","adi2mcaRNA31660_R0",5
"g10307","g10307",0
"g61828","g61828",4
"g61829","g61829",3
"adi2mcaRNA21844_R1","adi2mcaRNA21844_R1",1
"g1656","g1656",0
"g8021","g8021",2
"g37344","g37344",5
"g8023","g8023",0
"g8024","g8024",1
"g8025","g8025",2
"g55581","g55581",1
"g12946","g12946",2
"g35293","g35293",0
"g35290","g35290",1
"g62604","g62604",0
"g53095","g53095",0
"g44704","g44704",3
"adi2mcaRNA36565_R1","adi2mcaRNA36565_R1",3
"g53234","g53234",1
"g6380","g6380",0
"g69701","g69701",0
"g69703","g69703",4
"g69702","g69702",0
"g69705","g69705",2
"g69706","g69706",0
"g34523","g34523",5
"adi2mcaRNA32740_R1","adi2mcaRNA32740_R1",2
"g13022","g13022",1
"g44801","g44801",2
"g60872","g60872",1
"g7165","g7165",4
"g7161","g7161",6
"g33600","g33600",0
"g16014","g16014",0
"g16012","g16012",0
"g16011","g16011",0
"g16010","g16010",2
"g12774","g12774",0
"g12772","g12772",0
"g18318","g18318",4
"g12778","g12778",1
"g518","g518",4
"adi2mcaRNA25388_R0","adi2mcaRNA25388_R0",3
"g45435","g45435",0
"g45434","g45434",1
"g45431","g45431",3
"g47245","g47245",0
"g23141","g23141",0
"g15094","g15094",0
"g15093","g15093",0
"g49199","g49199",1
"g36643","g36643",1
"g36645","g36645",0
"g41431","g41431",0
"g41435","g41435",2
"g8493","g8493",3
"g41437","g41437",0
"g41436","g41436",2
"g4525","g4525",0
"adi2mcaRNA10132_R0","adi2mcaRNA10132_R0",1
"adi2mcaRNA29576_R0","adi2mcaRNA29576_R0",1
"g53512","g53512",7
"g19546","g19546",0
"g19547","g19547",0
"g62653","g62653",5
"g42161","g42161",5
"g47103","g47103",4
"g19897","g19897",1
"g70484","g70484",1
"g70486","g70486",1
"adi2mcaRNA30850_R0","adi2mcaRNA30850_R0",1
"g64283","g64283",0
"g64281","g64281",0
"g64280","g64280",0
"g64288","g64288",7
"g55974","g55974",1
"g48493","g48493",0
"adi2mcaRNA31556_R0","adi2mcaRNA31556_R0",2
"g30171","g30171",2
"g30172","g30172",0
"g40453","g40453",0
"g40454","g40454",0
"g30175","g30175",1
"g30176","g30176",0
"g40457","g40457",1
"g53451","g53451",4
"g26309","g26309",1
"g6783","g6783",0
"g26304","g26304",0
"g26307","g26307",1
"g26301","g26301",1
"g26303","g26303",1
"g6781","g6781",2
"g29301","g29301",5
"g29303","g29303",1
"g29302","g29302",0
"adi2mcaRNA21488_R0","adi2mcaRNA21488_R0",5
"g23679","g23679",0
"g68729","g68729",0
"g4526","g4526",1
"g12476","g12476",1
"g70309","g70309",2
"g70308","g70308",1
"g70306","g70306",0
"g29181","g29181",0
"g56840","g56840",0
"g56842","g56842",4
"adi2mcaRNA14688_R0","adi2mcaRNA14688_R0",0
"g29188","g29188",1
"g10141","g10141",0
"g47152","g47152",0
"adi2mcaRNA3208_R1","adi2mcaRNA3208_R1",1
"adi2mcaRNA5354_R0","adi2mcaRNA5354_R0",0
"adi2mcaRNA35859_R0","adi2mcaRNA35859_R0",6
"g17497","g17497",0
"adi2mcaRNA35646_R0","adi2mcaRNA35646_R0",1
"g24251","g24251",1
"g23905","g23905",0
"adi2mcaRNA29280_R0","adi2mcaRNA29280_R0",0
"adi2mcaRNA405_R0","adi2mcaRNA405_R0",6
"g21091","g21091",5
"g9628","g9628",1
"adi2mcaRNA24326_R7","adi2mcaRNA24326_R7",0
"g21096","g21096",2
"g36428","g36428",1
"g48861","g48861",3
"g48860","g48860",0
"g48862","g48862",1
"adi2mcaRNA16819_R0","adi2mcaRNA16819_R0",4
"adi2mcaRNA12226_R0","adi2mcaRNA12226_R0",1
"g36425","g36425",1
"g53773","g53773",0
"g53774","g53774",0
"g58505","g58505",4
"g58504","g58504",0
"g53778","g53778",0
"g58509","g58509",3
"g58508","g58508",0
"g3595","g3595",1
"g3594","g3594",0
"g3599","g3599",2
"g48285","g48285",5
"g48286","g48286",2
"g48280","g48280",5
"g54929","g54929",2
"g54928","g54928",0
"adi2mcaRNA38839_R0","adi2mcaRNA38839_R0",1
"g12204","g12204",0
"g12202","g12202",1
"g26467","g26467",8
"g26468","g26468",0
"g11956","g11956",1
"g48130","g48130",1
"g3332","g3332",1
"g4108","g4108",2
"g45738","g45738",1
"g52820","g52820",1
"g5850","g5850",0
"g14932","g14932",1
"adi2mcaRNA3114_R1","adi2mcaRNA3114_R1",4
"g70488","g70488",1
"g48434","g48434",1
"g70884","g70884",2
"g58313","g58313",0
"g70886","g70886",1
"g70880","g70880",8
"g70882","g70882",0
"g34870","g34870",1
"g50890","g50890",1
"g51849","g51849",1
"g39935","g39935",1
"g43368","g43368",2
"g43363","g43363",3
"g39938","g39938",0
"g6776","g6776",0
"g6777","g6777",3
"g29261","g29261",1
"g18920","g18920",1
"g18922","g18922",2
"g35472","g35472",1
"g35473","g35473",4
"g7822","g7822",0
"adi2mcaRNA34529_R0","adi2mcaRNA34529_R0",8
"g52015","g52015",2
"g67776","g67776",2
"g67777","g67777",3
"adi2mcaRNA27915_R1","adi2mcaRNA27915_R1",1
"g29141","g29141",4
"g29140","g29140",6
"g25121","g25121",0
"g23805","g23805",2
"g21255","g21255",3
"g70775","g70775",2
"g48104","g48104",0
"g4842","g4842",4
"g40959","g40959",4
"g40951","g40951",3
"g66532","g66532",1
"g40953","g40953",6
"g8562","g8562",1
"g40955","g40955",2
"g40954","g40954",1
"g15750","g15750",1
"g10446","g10446",2
"g48103","g48103",2
"g31766","g31766",0
"g31767","g31767",10
"g31765","g31765",2
"g31768","g31768",0
"g31769","g31769",0
"g35861","g35861",0
"g35869","g35869",2
"g35868","g35868",1
"g46469","g46469",1
"g46468","g46468",1
"g32070","g32070",1
"g32075","g32075",4
"g32078","g32078",3
"g66330","g66330",2
"g31185","g31185",0
"g31183","g31183",0
"g36277","g36277",0
"g47761","g47761",0
"adi2mcaRNA29616_R6","adi2mcaRNA29616_R6",0
"g43600","g43600",0
"g43602","g43602",0
"g43604","g43604",3
"g39426","g39426",0
"g21468","g21468",0
"g25374","g25374",1
"g25375","g25375",1
"g25373","g25373",3
"g40913","g40913",5
"g48109","g48109",1
"g58078","g58078",4
"adi2mcaRNA27333_R0","adi2mcaRNA27333_R0",1
"g58072","g58072",0
"g43650","g43650",0
"g38017","g38017",1
"g38016","g38016",0
"g2533","g2533",3
"g7099","g7099",1
"g11427","g11427",4
"g58410","g58410",0
"g44131","g44131",3
"g66247","g66247",0
"g66246","g66246",0
"g66243","g66243",2
"adi2mcaRNA32436_R0","adi2mcaRNA32436_R0",0
"adi2mcaRNA19717_R0","adi2mcaRNA19717_R0",0
"g38013","g38013",1
"adi2mcaRNA28226_R3","adi2mcaRNA28226_R3",5
"adi2mcaRNA894_R0","adi2mcaRNA894_R0",0
"g68025","g68025",0
"g68022","g68022",4
"g68021","g68021",0
"g67628","g67628",5
"g67629","g67629",1
"g61507","g61507",0
"g61509","g61509",3
"g61508","g61508",1
"adi2mcaRNA35177_R0","adi2mcaRNA35177_R0",2
"g10300","g10300",3
"g20477","g20477",5
"adi2mcaRNA30269_R0","adi2mcaRNA30269_R0",5
"g52786","g52786",0
"g52785","g52785",1
"g52781","g52781",9
"g17137","g17137",0
"g17136","g17136",3
"g17135","g17135",3
"g17133","g17133",0
"g17131","g17131",0
"g57559","g57559",6
"g59066","g59066",5
"g59065","g59065",0
"g50780","g50780",1
"g50786","g50786",1
"g12501","g12501",0
"g12504","g12504",0
"g62180","g62180",6
"g21705","g21705",0
"g21704","g21704",0
"g21700","g21700",1
"g21703","g21703",0
"g67342","g67342",0
"g21709","g21709",1
"g21708","g21708",0
"adi2mcaRNA23039_R0","adi2mcaRNA23039_R0",2
"g56206","g56206",0
"g56203","g56203",3
"g56200","g56200",0
"g56201","g56201",2
"g67344","g67344",2
"g58334","g58334",0
"g58339","g58339",1
"g61324","g61324",3
"g23760","g23760",1
"g68849","g68849",0
"g15634","g15634",0
"g10819","g10819",4
"g13091","g13091",1
"g4311","g4311",0
"g61471","g61471",0
"g1364","g1364",3
"g46687","g46687",1
"g1361","g1361",0
"g1363","g1363",7
"g1369","g1369",3
"g45298","g45298",1
"g45297","g45297",1
"g45296","g45296",0
"g45290","g45290",5
"adi2mcaRNA23260_R0","adi2mcaRNA23260_R0",3
"g17321","g17321",0
"adi2mcaRNA41_R0","adi2mcaRNA41_R0",1
"g41979","g41979",2
"g41973","g41973",0
"g41974","g41974",1
"adi2mcaRNA16590_R0","adi2mcaRNA16590_R0",0
"g42513","g42513",0
"g32032","g32032",0
"g32031","g32031",0
"g43192","g43192",1
"g246","g246",0
"adi2mcaRNA3846_R0","adi2mcaRNA3846_R0",0
"g242","g242",7
"g6867","g6867",2
"g15941","g15941",1
"g15944","g15944",2
"g15946","g15946",1
"g15947","g15947",1
"g15948","g15948",0
"adi2mcaRNA1261_R0","adi2mcaRNA1261_R0",1
"g7192","g7192",4
"g31419","g31419",0
"g7167","g7167",1
"g28915","g28915",2
"adi2mcaRNA29438_R2","adi2mcaRNA29438_R2",0
"adi2mcaRNA19301_R8","adi2mcaRNA19301_R8",5
"adi2mcaRNA19301_R6","adi2mcaRNA19301_R6",5
"g9019","g9019",0
"adi2mcaRNA8518_R0","adi2mcaRNA8518_R0",2
"g10816","g10816",4
"g37028","g37028",0
"g38037","g38037",1
"g38033","g38033",0
"g37024","g37024",6
"g28664","g28664",0
"adi2mcaRNA8815_R0","adi2mcaRNA8815_R0",2
"adi2mcaRNA9576_R0","adi2mcaRNA9576_R0",2
"adi2mcaRNA4360_R0","adi2mcaRNA4360_R0",2
"g37686","g37686",0
"g37685","g37685",0
"g37684","g37684",0
"adi2mcaRNA34786_R1","adi2mcaRNA34786_R1",4
"adi2mcaRNA39478_R0","adi2mcaRNA39478_R0",0
"g25958","g25958",0
"g25957","g25957",0
"g25951","g25951",0
"g37979","g37979",1
"g37978","g37978",3
"g36083","g36083",7
"g36086","g36086",1
"g36087","g36087",1
"g36084","g36084",0
"g36085","g36085",1
"g36088","g36088",4
"g36089","g36089",0
"g18731","g18731",2
"g18734","g18734",1
"g66993","g66993",0
"g66995","g66995",1
"g46346","g46346",3
"adi2mcaRNA15493_R0","adi2mcaRNA15493_R0",3
"g46341","g46341",3
"g46348","g46348",0
"g32132","g32132",5
"g32133","g32133",2
"g63379","g63379",0
"g32139","g32139",0
"g48414","g48414",1
"g48416","g48416",1
"g48412","g48412",0
"adi2mcaRNA22587_R0","adi2mcaRNA22587_R0",4
"g9159","g9159",2
"g9158","g9158",2
"g44683","g44683",1
"g28854","g28854",3
"g28851","g28851",6
"g62794","g62794",0
"g55278","g55278",1
"g59268","g59268",0
"g13922","g13922",1
"g65311","g65311",1
"adi2mcaRNA27051_R0","adi2mcaRNA27051_R0",5
"adi2mcaRNA5211_R0","adi2mcaRNA5211_R0",1
"adi2mcaRNA39956_R0","adi2mcaRNA39956_R0",0
"adi2mcaRNA27289_R1","adi2mcaRNA27289_R1",5
"g43548","g43548",7
"g63359","g63359",2
"adi2mcaRNA9303_R0","adi2mcaRNA9303_R0",8
"adi2mcaRNA12669_R0","adi2mcaRNA12669_R0",2
"adi2mcaRNA23576_R0","adi2mcaRNA23576_R0",2
"g7175","g7175",2
"g33816","g33816",0
"g16706","g16706",0
"g5425","g5425",0
"g5423","g5423",0
"g5422","g5422",0
"g23917","g23917",8
"g23912","g23912",1
"g23910","g23910",2
"g23911","g23911",1
"g9930","g9930",1
"g54930","g54930",3
"g54931","g54931",6
"g54937","g54937",1
"g54934","g54934",0
"g54935","g54935",0
"g57371","g57371",0
"g11386","g11386",3
"g11659","g11659",1
"adi2mcaRNA5066_R0","adi2mcaRNA5066_R0",7
"g7036","g7036",3
"g10380","g10380",0
"g10385","g10385",1
"g68788","g68788",1
"g68789","g68789",0
"g68782","g68782",0
"adi2mcaRNA22719_R0","adi2mcaRNA22719_R0",0
"g31209","g31209",1
"g60063","g60063",2
"g60060","g60060",3
"g60066","g60066",1
"g34155","g34155",3
"g34159","g34159",2
"g19646","g19646",2
"g3965","g3965",2
"g6302","g6302",0
"g58900","g58900",0
"adi2mcaRNA15607_R0","adi2mcaRNA15607_R0",3
"g17192","g17192",0
"g41481","g41481",1
"g21750","g21750",0
"g15548","g15548",7
"g15544","g15544",2
"g15545","g15545",0
"g15546","g15546",2
"g14639","g14639",1
"g14638","g14638",1
"g14555","g14555",2
"g53465","g53465",0
"g41346","g41346",2
"g53469","g53469",6
"g3424","g3424",1
"g44194","g44194",1
"g4438","g4438",2
"g21754","g21754",1
"g63468","g63468",0
"g47187","g47187",2
"g18314","g18314",0
"g64208","g64208",1
"g38357","g38357",0
"g64207","g64207",1
"g64206","g64206",0
"g64205","g64205",2
"g37351","g37351",0
"g45310","g45310",0
"g45313","g45313",1
"g45314","g45314",1
"g45315","g45315",1
"g45319","g45319",0
"adi2mcaRNA28753_R0","adi2mcaRNA28753_R0",2
"g46753","g46753",0
"g46752","g46752",2
"g46755","g46755",7
"adi2mcaRNA20827_R1","adi2mcaRNA20827_R1",1
"adi2mcaRNA13066_R2","adi2mcaRNA13066_R2",0
"g48547","g48547",2
"g22815","g22815",1
"g27861","g27861",1
"g48540","g48540",2
"g27865","g27865",1
"g70387","g70387",0
"g70386","g70386",3
"g29383","g29383",6
"g29384","g29384",1
"g47408","g47408",2
"g29386","g29386",1
"g47402","g47402",2
"g22819","g22819",1
"g38252","g38252",2
"g38208","g38208",1
"g38209","g38209",6
"g38203","g38203",1
"g38204","g38204",2
"g32754","g32754",1
"g32752","g32752",1
"g29641","g29641",4
"g28985","g28985",0
"g24920","g24920",0
"g2052","g2052",3
"g9087","g9087",0
"g36123","g36123",3
"g19346","g19346",1
"g19344","g19344",0
"g19340","g19340",1
"g17410","g17410",0
"adi2mcaRNA1775_R1","adi2mcaRNA1775_R1",0
"g17412","g17412",4
"adi2mcaRNA10579_R0","adi2mcaRNA10579_R0",6
"g22518","g22518",5
"g50735","g50735",2
"g54489","g54489",1
"adi2mcaRNA9470_R5","adi2mcaRNA9470_R5",4
"g64949","g64949",1
"g64944","g64944",2
"g64943","g64943",6
"g9557","g9557",7
"g50410","g50410",3
"g56742","g56742",0
"g28457","g28457",2
"g39659","g39659",5
"g8436","g8436",0
"g61138","g61138",2
"g71132","g71132",1
"adi2mcaRNA8660_R0","adi2mcaRNA8660_R0",0
"g24884","g24884",2
"g9522","g9522",0
"adi2mcaRNA2033_R0","adi2mcaRNA2033_R0",6
"g48204","g48204",5
"g24113","g24113",1
"g24111","g24111",1
"g24110","g24110",0
"g24115","g24115",0
"g24118","g24118",1
"g13883","g13883",0
"adi2mcaRNA7512_R0","adi2mcaRNA7512_R0",3
"g26438","g26438",1
"g58580","g58580",2
"g52925","g52925",0
"g16081","g16081",2
"g25243","g25243",3
"g25244","g25244",1
"g25245","g25245",0
